,Title,Sumber,Label,Hasil_Case_Folding,Hasil_Token,Hasil_Stopword,Hasil_Stemming
73,LaNyalla: Penjualan vaksin COVID-19 ilegal cederai rasa kemanusiaan,antaranews,-1,lanyalla penjualan vaksin covid ilegal cederai rasa kemanusiaan,"['lanyalla', 'penjualan', 'vaksin', 'covid', 'ilegal', 'cederai', 'rasa', 'kemanusiaan']","['lanyalla', 'penjualan', 'ilegal', 'cederai', 'rasa', 'kemanusiaan']","['lanyalla', 'jual', 'ilegal', 'cedera', 'rasa', 'manusia']"
74,Jumlah pasien COVID-19 meninggal di Sumut bertambah enam orang,antaranews,-1,jumlah pasien covid meninggal di sumut bertambah enam orang,"['jumlah', 'pasien', 'covid', 'meninggal', 'di', 'sumut', 'bertambah', 'enam', 'orang']","['jumlah', 'pasien', 'meninggal', 'sumut', 'bertambah', 'enam', 'orang']","['jumlah', 'pasien', 'tinggal', 'sumut', 'tambah', 'enam', 'orang']"
75,Vaksinasi COVID-19 bagi pelaku pariwisata di Batam,antaranews,0,vaksinasi covid bagi pelaku pariwisata di batam,"['vaksinasi', 'covid', 'bagi', 'pelaku', 'pariwisata', 'di', 'batam']","['', 'pelaku', 'pariwisata', 'batam']","['', 'laku', 'pariwisata', 'batam']"
76,14.815.666 jiwa penduduk RI telah menjalani vaksinasi dosis pertama,antaranews,0,jiwa penduduk ri telah menjalani vaksinasi dosis pertama,"['jiwa', 'penduduk', 'ri', 'telah', 'menjalani', 'vaksinasi', 'dosis', 'pertama']","['jiwa', 'penduduk', 'ri', 'menjalani', 'dosis', 'pertama']","['jiwa', 'duduk', 'ri', 'jalan', 'dosis', 'pertama']"
77,3.000 pelaku pariwisata dan budayawan Batam divaksin COVID-19,antaranews,0,pelaku pariwisata dan budayawan batam divaksin covid,"['pelaku', 'pariwisata', 'dan', 'budayawan', 'batam', 'divaksin', 'covid']","['pelaku', 'pariwisata', 'budayawan', 'batam', '']","['laku', 'pariwisata', 'budayawan', 'batam', '']"
78,80 persen CJH Aceh sudah divaksin meski belum pasti berangkat,antaranews,0,persen cjh aceh sudah divaksin meski belum pasti berangkat,"['persen', 'cjh', 'aceh', 'sudah', 'divaksin', 'meski', 'belum', 'pasti', 'berangkat']","['persen', 'cjh', 'aceh', 'meski', 'berangkat']","['persen', 'cjh', 'aceh', 'meski', 'berangkat']"
79,Presiden minta para pemimpin dunia cermati kesenjangan vaksin,antaranews,0,presiden minta para pemimpin dunia cermati kesenjangan vaksin,"['presiden', 'minta', 'para', 'pemimpin', 'dunia', 'cermati', 'kesenjangan', 'vaksin']","['presiden', 'minta', 'pemimpin', 'dunia', 'cermati', 'kesenjangan', '']","['presiden', 'minta', 'pimpin', 'dunia', 'cermat', 'senjang', '']"
80,Mendikbudristek optimistis sektor seni dan budaya kembali bangkit,antaranews,1,mendikbudristek optimistis sektor seni dan budaya kembali bangkit,"['mendikbudristek', 'optimistis', 'sektor', 'seni', 'dan', 'budaya', 'kembali', 'bangkit']","['mendikbudristek', 'optimistis', 'sektor', 'seni', 'budaya', 'bangkit']","['mendikbudristek', 'optimistis', 'sektor', 'seni', 'budaya', 'bangkit']"
81,AstraZeneca disebut lebih besar manfaat daripada efek sampingnya,antaranews,1,astrazeneca disebut lebih besar manfaat daripada efek sampingnya,"['astrazeneca', 'disebut', 'lebih', 'besar', 'manfaat', 'daripada', 'efek', 'sampingnya']","['astrazeneca', 'disebut', 'lebih', 'besar', 'manfaat', 'efek', 'sampingnya']","['astrazeneca', 'sebut', 'lebih', 'besar', 'manfaat', 'efek', 'samping']"
82,Pasien COVID-19 yang meninggal di Sumut bertambah empat orang,antaranews,-1,pasien covid yang meninggal di sumut bertambah empat orang,"['pasien', 'covid', 'yang', 'meninggal', 'di', 'sumut', 'bertambah', 'empat', 'orang']","['pasien', 'meninggal', 'sumut', 'bertambah', 'empat', 'orang']","['pasien', 'tinggal', 'sumut', 'tambah', 'empat', 'orang']"
83,594 PMI masih jalani karantina dan isolasi di Batam,antaranews,0,pmi masih jalani karantina dan isolasi di batam,"['pmi', 'masih', 'jalani', 'karantina', 'dan', 'isolasi', 'di', 'batam']","['pmi', 'jalani', 'karantina', 'isolasi', 'batam']","['pmi', 'jalan', 'karantina', 'isolasi', 'batam']"
84,Banjarmasin gelar pelayanan vaksinasi COVID-19 di delapan masjid,antaranews,0,banjarmasin gelar pelayanan vaksinasi covid di delapan masjid,"['banjarmasin', 'gelar', 'pelayanan', 'vaksinasi', 'covid', 'di', 'delapan', 'masjid']","['banjarmasin', 'gelar', 'pelayanan', 'delapan', 'masjid']","['banjarmasin', 'gelar', 'layan', 'delapan', 'masjid']"
85,Kasus positif COVID-19 Lampung bertambah 86 orang,antaranews,-1,kasus positif covid lampung bertambah orang,"['kasus', 'positif', 'covid', 'lampung', 'bertambah', 'orang']","['kasus', 'positif', 'lampung', 'bertambah', 'orang']","['kasus', 'positif', 'lampung', 'tambah', 'orang']"
86,Dinkes Madiun jamin keamanan vaksin AstraZeneca,antaranews,1,dinkes madiun jamin keamanan vaksin astrazeneca,"['dinkes', 'madiun', 'jamin', 'keamanan', 'vaksin', 'astrazeneca']","['dinkes', 'madiun', 'jamin', 'keamanan', 'astrazeneca']","['dinkes', 'madiun', 'jamin', 'aman', 'astrazeneca']"
87,Ratusan calon haji Tabalong divaksin COVID-19,antaranews,0,ratusan calon haji tabalong divaksin covid,"['ratusan', 'calon', 'haji', 'tabalong', 'divaksin', 'covid']","['ratusan', 'calon', 'haji', 'tabalong', '']","['ratus', 'calon', 'haji', 'tabalong', '']"
88,"Kemarin, literasi digital sampai penggunaan AstraZeneca dilanjutkan",antaranews,0,kemarin literasi digital sampai penggunaan astrazeneca dilanjutkan,"['kemarin', 'literasi', 'digital', 'sampai', 'penggunaan', 'astrazeneca', 'dilanjutkan']","['kemarin', 'literasi', 'digital', 'penggunaan', 'astrazeneca', 'dilanjutkan']","['kemarin', 'literasi', 'digital', 'guna', 'astrazeneca', 'lanjut']"
89,Komnas KIPI: 30 agenda sidang kasus imunisasi dimenangkan negara,antaranews,0,komnas kipi agenda sidang kasus imunisasi dimenangkan negara,"['komnas', 'kipi', 'agenda', 'sidang', 'kasus', 'imunisasi', 'dimenangkan', 'negara']","['komnas', 'kipi', 'agenda', 'sidang', 'kasus', 'imunisasi', 'dimenangkan', 'negara']","['komnas', 'kipi', 'agenda', 'sidang', 'kasus', 'imunisasi', 'menang', 'negara']"
90,Komnas KIPI: Uji sterilitas dan toksisitas vaksin jadi standar dunia,antaranews,0,komnas kipi uji sterilitas dan toksisitas vaksin jadi standar dunia,"['komnas', 'kipi', 'uji', 'sterilitas', 'dan', 'toksisitas', 'vaksin', 'jadi', 'standar', 'dunia']","['komnas', 'kipi', 'uji', 'sterilitas', 'toksisitas', 'jadi', 'standar', 'dunia']","['komnas', 'kipi', 'uji', 'sterilitas', 'toksisitas', 'jadi', 'standar', 'dunia']"
91,Komnas KIPI: Dua dari tiga kematian tak berhubungan AstraZeneca,antaranews,1,komnas kipi dua dari tiga kematian tak berhubungan astrazeneca,"['komnas', 'kipi', 'dua', 'dari', 'tiga', 'kematian', 'tak', 'berhubungan', 'astrazeneca']","['komnas', 'kipi', 'tiga', 'kematian', 'tak', 'berhubungan', 'astrazeneca']","['komnas', 'kipi', 'tiga', 'mati', 'tak', 'hubung', 'astrazeneca']"
92,Pfizer dan Moderna minta dibebaskan dari hukum bila terjadi KIPI,antaranews,0,pfizer dan moderna minta dibebaskan dari hukum bila terjadi kipi,"['pfizer', 'dan', 'moderna', 'minta', 'dibebaskan', 'dari', 'hukum', 'bila', 'terjadi', 'kipi']","['pfizer', 'moderna', 'minta', 'dibebaskan', 'hukum', 'bila', 'terjadi', 'kipi']","['pfizer', 'moderna', 'minta', 'bebas', 'hukum', 'bila', 'jadi', 'kipi']"
93,Satgas: Pemberian AstraZeneca non-batch CTMAV547 tetap dilakukan,antaranews,0,satgas pemberian astrazeneca nonbatch ctmav tetap dilakukan,"['satgas', 'pemberian', 'astrazeneca', 'nonbatch', 'ctmav', 'tetap', 'dilakukan']","['satgas', 'pemberian', 'astrazeneca', 'nonbatch', 'ctmav', 'tetap', 'dilakukan']","['satgas', 'beri', 'astrazeneca', 'nonbatch', 'ctmav', 'tetap', 'laku']"
94,Kota Malang terima tambahan vaksin AstraZeneca 100 ribu dosis,antaranews,0,kota malang terima tambahan vaksin astrazeneca ribu dosis,"['kota', 'malang', 'terima', 'tambahan', 'vaksin', 'astrazeneca', 'ribu', 'dosis']","['kota', 'malang', 'terima', 'tambahan', 'astrazeneca', 'ribu', 'dosis']","['kota', 'malang', 'terima', 'tambah', 'astrazeneca', 'ribu', 'dosis']"
95,"9,5 juta warga Indonesia sudah selesai jalani vaksinasi COVID-19",antaranews,0,juta warga indonesia sudah selesai jalani vaksinasi covid,"['juta', 'warga', 'indonesia', 'sudah', 'selesai', 'jalani', 'vaksinasi', 'covid']","['juta', 'warga', 'indonesia', 'selesai', 'jalani', '']","['juta', 'warga', 'indonesia', 'selesai', 'jalan', '']"
96,Kilas NusAntara Edisi COVID-19,antaranews,0,kilas nusantara edisi covid,"['kilas', 'nusantara', 'edisi', 'covid']","['kilas', 'nusantara', 'edisi', '']","['kilas', 'nusantara', 'edisi', '']"
97,Pelaku seni yang sudah divaksin diharapkan dapat berkarya dengan aman,antaranews,1,pelaku seni yang sudah divaksin diharapkan dapat berkarya dengan aman,"['pelaku', 'seni', 'yang', 'sudah', 'divaksin', 'diharapkan', 'dapat', 'berkarya', 'dengan', 'aman']","['pelaku', 'seni', 'diharapkan', 'berkarya', 'aman']","['laku', 'seni', 'harap', 'karya', 'aman']"
98,Komnas KIPI tangani 229 laporan KIPI serius Sinovac dan AstraZeneca,antaranews,-1,komnas kipi tangani laporan kipi serius sinovac dan astrazeneca,"['komnas', 'kipi', 'tangani', 'laporan', 'kipi', 'serius', 'sinovac', 'dan', 'astrazeneca']","['komnas', 'kipi', 'tangani', 'laporan', 'kipi', 'serius', 'sinovac', 'astrazeneca']","['komnas', 'kipi', 'tangan', 'lapor', 'kipi', 'serius', 'sinovac', 'astrazeneca']"
99,Pemkot Madiun siap gelar pendidikan tatap muka,antaranews,1,pemkot madiun siap gelar pendidikan tatap muka,"['pemkot', 'madiun', 'siap', 'gelar', 'pendidikan', 'tatap', 'muka']","['pemkot', 'madiun', 'siap', 'gelar', 'pendidikan', 'tatap', 'muka']","['pemkot', 'madiun', 'siap', 'gelar', 'didik', 'tatap', 'muka']"
100,Bupati berharap tidak ada lonjakan COVID-19 di Banyumas usai Lebaran,antaranews,0,bupati berharap tidak ada lonjakan covid di banyumas usai lebaran,"['bupati', 'berharap', 'tidak', 'ada', 'lonjakan', 'covid', 'di', 'banyumas', 'usai', 'lebaran']","['bupati', 'berharap', 'lonjakan', 'banyumas', 'usai', 'lebaran']","['bupati', 'harap', 'lonjak', 'banyumas', 'usai', 'lebaran']"
101,Dinkes Gunung Kidul gunakan Astrazeneca untuk vaksinasi,antaranews,0,dinkes gunung kidul gunakan astrazeneca untuk vaksinasi,"['dinkes', 'gunung', 'kidul', 'gunakan', 'astrazeneca', 'untuk', 'vaksinasi']","['dinkes', 'gunung', 'kidul', 'gunakan', 'astrazeneca', '']","['dinkes', 'gunung', 'kidul', 'guna', 'astrazeneca', '']"
102,"Kemarin, kartu nikah digital hingga donasi untuk Palestina",antaranews,0,kemarin kartu nikah digital hingga donasi untuk palestina,"['kemarin', 'kartu', 'nikah', 'digital', 'hingga', 'donasi', 'untuk', 'palestina']","['kemarin', 'kartu', 'nikah', 'digital', 'hingga', 'donasi', 'palestina']","['kemarin', 'kartu', 'nikah', 'digital', 'hingga', 'donasi', 'palestina']"
103,Pemkab Mamuju luncurkan program gebrak vaksin COVID-19,antaranews,0,pemkab mamuju luncurkan program gebrak vaksin covid,"['pemkab', 'mamuju', 'luncurkan', 'program', 'gebrak', 'vaksin', 'covid']","['pemkab', 'mamuju', 'luncurkan', 'program', 'gebrak', '']","['pemkab', 'mamuju', 'luncur', 'program', 'gebrak', '']"
104,3.841 calon jamaah haji Aceh telah vaksinasi COVID-19,antaranews,0,calon jamaah haji aceh telah vaksinasi covid,"['calon', 'jamaah', 'haji', 'aceh', 'telah', 'vaksinasi', 'covid']","['calon', 'jamaah', 'haji', 'aceh', '']","['calon', 'jamaah', 'haji', 'aceh', '']"
105,Hanya satu dari 40 batch AstraZeneca dihentikan sementara,antaranews,0,hanya satu dari batch astrazeneca dihentikan sementara,"['hanya', 'satu', 'dari', 'batch', 'astrazeneca', 'dihentikan', 'sementara']","['', 'satu', 'batch', 'astrazeneca', 'dihentikan', '']","['', 'satu', 'batch', 'astrazeneca', 'henti', '']"
106,Ruang isolasi bagi pelaku perjalanan positif COVID-19 di Lampung penuh,antaranews,-1,ruang isolasi bagi pelaku perjalanan positif covid di lampung penuh,"['ruang', 'isolasi', 'bagi', 'pelaku', 'perjalanan', 'positif', 'covid', 'di', 'lampung', 'penuh']","['ruang', 'isolasi', 'pelaku', 'perjalanan', 'positif', 'lampung', 'penuh']","['ruang', 'isolasi', 'laku', 'jalan', 'positif', 'lampung', 'penuh']"
107,Warga Moskow diawasi 380 ribu CCTV selama pandemi,antaranews,0,warga moskow diawasi ribu cctv selama pandemi,"['warga', 'moskow', 'diawasi', 'ribu', 'cctv', 'selama', 'pandemi']","['warga', 'moskow', 'diawasi', 'ribu', 'cctv', 'selama', 'pandemi']","['warga', 'moskow', 'awas', 'ribu', 'cctv', 'lama', 'pandemi']"
108,Kasus positif COVID-19 di Kaltim bertambah 128 orang,antaranews,-1,kasus positif covid di kaltim bertambah orang,"['kasus', 'positif', 'covid', 'di', 'kaltim', 'bertambah', 'orang']","['kasus', 'positif', 'kaltim', 'bertambah', 'orang']","['kasus', 'positif', 'kaltim', 'tambah', 'orang']"
109,Ada apa dengan AstraZeneca di Indonesia?,antaranews,0,ada apa dengan astrazeneca di indonesia,"['ada', 'apa', 'dengan', 'astrazeneca', 'di', 'indonesia']","['', 'apa', 'astrazeneca', 'indonesia']","['', 'apa', 'astrazeneca', 'indonesia']"
110,Indocement vaksin 1.000 karyawan cegah penularan COVID-19,antaranews,0,indocement vaksin karyawan cegah penularan covid,"['indocement', 'vaksin', 'karyawan', 'cegah', 'penularan', 'covid']","['indocement', 'karyawan', 'cegah', 'penularan', '']","['indocement', 'karyawan', 'cegah', 'tular', '']"
111,Vaksin Novavax dan Pfizer diperkirakan tiba di Indonesia pada Juli,antaranews,0,vaksin novavax dan pfizer diperkirakan tiba di indonesia pada juli,"['vaksin', 'novavax', 'dan', 'pfizer', 'diperkirakan', 'tiba', 'di', 'indonesia', 'pada', 'juli']","['', 'novavax', 'pfizer', 'diperkirakan', 'tiba', 'indonesia', 'juli']","['', 'novavax', 'pfizer', 'kira', 'tiba', 'indonesia', 'juli']"
112,Gubernur Jatim ingatkan kepala daerah maksimalkan percepatan vaksinasi,antaranews,0,gubernur jatim ingatkan kepala daerah maksimalkan percepatan vaksinasi,"['gubernur', 'jatim', 'ingatkan', 'kepala', 'daerah', 'maksimalkan', 'percepatan', 'vaksinasi']","['gubernur', 'jatim', 'ingatkan', 'kepala', 'daerah', 'maksimalkan', 'percepatan', '']","['gubernur', 'jatim', 'ingat', 'kepala', 'daerah', 'maksimal', 'cepat', '']"
113,Penerima vaksin lengkap warga Indonesia bertambah 119.035 jiwa,antaranews,0,penerima vaksin lengkap warga indonesia bertambah jiwa,"['penerima', 'vaksin', 'lengkap', 'warga', 'indonesia', 'bertambah', 'jiwa']","['penerima', 'lengkap', 'warga', 'indonesia', 'bertambah', 'jiwa']","['terima', 'lengkap', 'warga', 'indonesia', 'tambah', 'jiwa']"
114,Menteri BUMN tinjau Sentra Vaksinasi Gotong Royong di Jakarta,antaranews,0,menteri bumn tinjau sentra vaksinasi gotong royong di jakarta,"['menteri', 'bumn', 'tinjau', 'sentra', 'vaksinasi', 'gotong', 'royong', 'di', 'jakarta']","['menteri', 'bumn', 'tinjau', 'sentra', 'gotong', 'royong', 'jakarta']","['menteri', 'bumn', 'tinjau', 'sentra', 'gotong', 'royong', 'jakarta']"
115,Presiden minta prioritas Vaksin Gotong-Royong untuk pekerja di Batam,antaranews,1,presiden minta prioritas vaksin gotongroyong untuk pekerja di batam,"['presiden', 'minta', 'prioritas', 'vaksin', 'gotongroyong', 'untuk', 'pekerja', 'di', 'batam']","['presiden', 'minta', 'prioritas', 'gotongroyong', 'pekerja', 'batam']","['presiden', 'minta', 'prioritas', 'gotongroyong', 'kerja', 'batam']"
116,Jokowi tinjau vaksinasi COVID-19 di Bintan Inti Industrial Estate,antaranews,0,jokowi tinjau vaksinasi covid di bintan inti industrial estate,"['jokowi', 'tinjau', 'vaksinasi', 'covid', 'di', 'bintan', 'inti', 'industrial', 'estate']","['jokowi', 'tinjau', 'bintan', 'inti', 'industrial', 'estate']","['jokowi', 'tinjau', 'bintan', 'inti', 'industrial', 'estate']"
117,Provinsi Kepri tetap gunakan vaksin Astrazeneca,antaranews,0,provinsi kepri tetap gunakan vaksin astrazeneca,"['provinsi', 'kepri', 'tetap', 'gunakan', 'vaksin', 'astrazeneca']","['provinsi', 'kepri', 'tetap', 'gunakan', 'astrazeneca']","['provinsi', 'kepri', 'tetap', 'guna', 'astrazeneca']"
118,Komisi VIII DPR: Bengkulu bisa jadi contoh kesiapan sekolah tatap muka,antaranews,0,komisi viii dpr bengkulu bisa jadi contoh kesiapan sekolah tatap muka,"['komisi', 'viii', 'dpr', 'bengkulu', 'bisa', 'jadi', 'contoh', 'kesiapan', 'sekolah', 'tatap', 'muka']","['komisi', 'viii', 'dpr', 'bengkulu', 'jadi', 'contoh', 'kesiapan', 'sekolah', 'tatap', 'muka']","['komisi', 'viii', 'dpr', 'bengkulu', 'jadi', 'contoh', 'kesiap', 'sekolah', 'tatap', 'muka']"
119,BPOM analisa hubungan sebab akibat AstraZeneca dengan KIPI,antaranews,0,bpom analisa hubungan sebab akibat astrazeneca dengan kipi,"['bpom', 'analisa', 'hubungan', 'sebab', 'akibat', 'astrazeneca', 'dengan', 'kipi']","['bpom', 'analisa', 'hubungan', 'akibat', 'astrazeneca', 'kipi']","['bpom', 'analisa', 'hubung', 'akibat', 'astrazeneca', 'kipi']"
120,Dinkes Palembang vaksin disabilitas dan orang gangguan jiwa,antaranews,0,dinkes palembang vaksin disabilitas dan orang gangguan jiwa,"['dinkes', 'palembang', 'vaksin', 'disabilitas', 'dan', 'orang', 'gangguan', 'jiwa']","['dinkes', 'palembang', 'disabilitas', 'orang', 'gangguan', 'jiwa']","['dinkes', 'palembang', 'disabilitas', 'orang', 'ganggu', 'jiwa']"
121,Jokowi perintahkan Menkes kirim lebih banyak vaksin ke Riau,antaranews,0,jokowi perintahkan menkes kirim lebih banyak vaksin ke riau,"['jokowi', 'perintahkan', 'menkes', 'kirim', 'lebih', 'banyak', 'vaksin', 'ke', 'riau']","['jokowi', 'perintahkan', 'menkes', 'kirim', 'lebih', 'banyak', 'riau']","['jokowi', 'perintah', 'menkes', 'kirim', 'lebih', 'banyak', 'riau']"
122,Presiden minta Menkes kirim lebih banyak vaksin COVID-19 ke Riau,antaranews,0,presiden minta menkes kirim lebih banyak vaksin covid ke riau,"['presiden', 'minta', 'menkes', 'kirim', 'lebih', 'banyak', 'vaksin', 'covid', 'ke', 'riau']","['presiden', 'minta', 'menkes', 'kirim', 'lebih', 'banyak', 'riau']","['presiden', 'minta', 'menkes', 'kirim', 'lebih', 'banyak', 'riau']"
123,BRIN fokus pengembangan vaksin dan alat deteksi COVID-19,antaranews,0,brin fokus pengembangan vaksin dan alat deteksi covid,"['brin', 'fokus', 'pengembangan', 'vaksin', 'dan', 'alat', 'deteksi', 'covid']","['brin', 'fokus', 'pengembangan', 'alat', 'deteksi', '']","['brin', 'fokus', 'kembang', 'alat', 'deteksi', '']"
124,"Kemarin, tidak ""tebang pilih"" vaksin COVID hingga moratorium izin TKA",antaranews,0,kemarin tidak tebang pilih vaksin covid hingga moratorium izin tka,"['kemarin', 'tidak', 'tebang', 'pilih', 'vaksin', 'covid', 'hingga', 'moratorium', 'izin', 'tka']","['kemarin', 'tebang', 'pilih', 'hingga', 'moratorium', 'izin', 'tka']","['kemarin', 'tebang', 'pilih', 'hingga', 'moratorium', 'izin', 'tka']"
125,Update data COVID-19 di Papua terkendala gangguan telekomunikasi,antaranews,-1,update data covid di papua terkendala gangguan telekomunikasi,"['update', 'data', 'covid', 'di', 'papua', 'terkendala', 'gangguan', 'telekomunikasi']","['update', 'data', 'papua', 'terkendala', 'gangguan', 'telekomunikasi']","['update', 'data', 'papua', 'kendala', 'ganggu', 'telekomunikasi']"
126,Bupati Bekasi dorong perusahaan ikut vaksinasi gotong royong,antaranews,0,bupati bekasi dorong perusahaan ikut vaksinasi gotong royong,"['bupati', 'bekasi', 'dorong', 'perusahaan', 'ikut', 'vaksinasi', 'gotong', 'royong']","['bupati', 'bekasi', 'dorong', 'perusahaan', 'ikut', 'gotong', 'royong']","['bupati', 'bekas', 'dorong', 'usaha', 'ikut', 'gotong', 'royong']"
127,"Disaksikan Presiden, 1.000 karyawan Indocement divaksin Gotong Royong",antaranews,0,disaksikan presiden karyawan indocement divaksin gotong royong,"['disaksikan', 'presiden', 'karyawan', 'indocement', 'divaksin', 'gotong', 'royong']","['disaksikan', 'presiden', 'karyawan', 'indocement', 'gotong', 'royong']","['saksi', 'presiden', 'karyawan', 'indocement', 'gotong', 'royong']"
128,"Kemenkes imbau masyarakat tidak ""tebang pilih"" vaksin",antaranews,0,kemenkes imbau masyarakat tidak tebang pilih vaksin,"['kemenkes', 'imbau', 'masyarakat', 'tidak', 'tebang', 'pilih', 'vaksin']","['kemenkes', 'imbau', 'masyarakat', 'tebang', 'pilih', '']","['kemenkes', 'imbau', 'masyarakat', 'tebang', 'pilih', '']"
129,9.247.600 warga Indonesia telah dapatkan dosis vaksin COVID-19 lengkap,antaranews,0,warga indonesia telah dapatkan dosis vaksin covid lengkap,"['warga', 'indonesia', 'telah', 'dapatkan', 'dosis', 'vaksin', 'covid', 'lengkap']","['warga', 'indonesia', 'dapatkan', 'dosis', 'lengkap']","['warga', 'indonesia', 'dapat', 'dosis', 'lengkap']"
130,18 pasien COVID-19 tanpa gejala ditangani RSUD Mataram,antaranews,1,pasien covid tanpa gejala ditangani rsud mataram,"['pasien', 'covid', 'tanpa', 'gejala', 'ditangani', 'rsud', 'mataram']","['pasien', 'gejala', 'ditangani', 'rsud', 'mataram']","['pasien', 'gejala', 'tangan', 'rsud', 'mataram']"
